x86,arm,code
bf0a000000 e886feffff,52800140 97ffffa3,"        printf(""\n"");
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f00,a8c27bfd d65f03c0,"}
"
55 4889e5 897dec 8975e8,d10083ff b9000fe0 b9000be1,"    int gcd(int x, int y) {
"
c745fc00000000,b9001fff,"        int r = 0, a, b;
"
8b55e8 8b45ec 39c2 0f4dc2 8945f8,b9400fe0 b9400be2 b9400be1 6b00005f 1a80a020 b9001be0,"        a = (x > y) ? x : y; // a is greater number
"
8b55e8 8b45ec 39c2 0f4ec2 8945f4,b9400fe0 b9400be2 b9400be1 6b00005f 1a80d020 b90017e0,"        b = (x < y) ? x : y; // b is smaller number
"
8b45f4 8945fc,b94017e0 b9001fe0,"        r = b;
"
eb16 8b45f8 99 f77df4 89d0 85c0 75dd,1400000c b9401be0 b94017e1 1ac10c02 b94017e1 1b017c41 4b010000 7100001f 54fffdc1,"        while (a % b != 0) {
"
8b45f8 99 f77df4 8955fc,b9401be0 b94017e1 1ac10c02 b94017e1 1b017c41 4b010000 b9001fe0,"            r = a % b;
"
8b45f4 8945f8,b94017e0 b9001be0,"            a = b;
"
8b45fc 8945f4,b9401fe0 b90017e0,"            b = r;
"
8b45fc,b9401fe0,"        return r;
"
5d c3,910083ff d65f03c0,"    }     
"
55 4889e5 897dec 8975e8,d10083ff b9000fe0 b9000be1,"    int lcm(int x, int y) {
"
8b55e8 8b45ec 39c2 0f4dc2 8945fc,b9400fe0 b9400be2 b9400be1 6b00005f 1a80a020 b9001fe0,"        a = (x > y) ? x : y; // a is greater number
"
8b45fc 99 f77dec 89d0 85c0 7512 8b45fc 99 f77de8 89d0 85c0 7505 ebdb,b9401fe0 b9400fe1 1ac10c02 b9400fe1 1b017c41 4b010000 7100001f 54000161 b9401fe0 b9400be1 1ac10c02 b9400be1 1b017c41 4b010000 7100001f 54000061 17ffffeb,"            if (a % x == 0 && a % y == 0)
"
8b45fc eb06,b9401fe0 14000005,"                return a;
"
8345fc01,b9401fe0 11000400 b9001fe0,"            ++a;
"
5d c3,910083ff d65f03c0,"    }     
"
55 4889e5 4883ec20 897dec 488975e0,a9bd7bfd 910003fd b9001fe0 f9000be1,"    int main(int argc, char **argv) {
"
bf04204000 b800000000 e840feffff,90000000 91222000 97ffff6a,"        printf(""Enter the two numbers: "");
"
488d45fc 4889c6 bf1c204000 b800000000 e83afeffff,9100b3e0 aa0003e1 90000000 91228000 97ffff61,"        scanf(""%d"", &x);
"
488d45f8 4889c6 bf1c204000 b800000000 e824feffff,9100a3e0 aa0003e1 90000000 91228000 97ffff5c,"        scanf(""%d"", &y);
"
8b55f8 8b45fc 89d6 89c7 e80bffffff 89c6 bf1f204000 b800000000 e8f4fdffff,b9402fe0 b9402be1 97ffffa3 2a0003e1 90000000 9122a000 97ffff59,"        printf(""The GCD of two numbers is: %d"", gcd(x, y));
"
8b55f8 8b45fc 89d6 89c7 e848ffffff 89c6 bf3d204000 b800000000 e8d4fdffff,b9402fe0 b9402be1 97ffffc5 2a0003e1 90000000 91232000 97ffff52,"        printf(""The LCM of two numbers is: %d"", lcm(x, y));
"
b800000000,52800000,"        return 0;
"
c9 c3 662e0f1f840000000000 0f1f00,a8c37bfd d65f03c0,"    }
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"{
"
bf04204000 b800000000 e8d3feffff,90000000 9120c000 97ffffba,"    printf(""Enter number of numbers: "");
"
488d45ec 4889c6 bf1e204000 b800000000 e8ddfeffff,910073e0 aa0003e1 90000000 91214000 97ffffb1,"    scanf(""%d"", &size);
"
8b45ec 4898 48c1e002 4889c7 e8bcfeffff 488945f0,b9401fe0 93407c00 d37ef400 97ffffa1 f90013e0,"    array = malloc(size * sizeof(int));
"
8b45ec 89c6 bf21204000 b800000000 e894feffff,b9401fe0 2a0003e1 90000000 91216000 97ffffab,"    printf(""Enter %d numbers: \n"", size);
"
c745fc00000000 eb2a 8345fc01 8b45ec 3945fc 7cce,b9002fff 1400000c b9402fe0 11000400 b9002fe0 b9401fe0 b9402fe1 6b00003f 54fffe4b,"    for(i=0; i<size; i++)
"
8b45fc 4898 488d148500000000 488b45f0 4801d0 4889c6 bf1e204000 b800000000 e885feffff,b9802fe0 d37ef400 f94013e1 8b000020 aa0003e1 90000000 91214000 97ffff9d,"        scanf(""%d"", &array[i]);
"
488b45f0 8b00 8945f8,f94013e0 b9400000 b9002be0,"    max = array[0];
"
c745fc01000000 eb38 8345fc01 8b45ec 3945fc 7cc0,52800020 b9002fe0 14000012 b9402fe0 11000400 b9002fe0 b9401fe0 b9402fe1 6b00003f 54fffd8b,"    for(i=1; i<size; i++)
"
8b45fc 4898 488d148500000000 488b45f0 4801d0 8b00 3945f8 7d19,b9802fe0 d37ef400 f94013e1 8b000020 b9400000 b9402be1 6b00003f 540000ea,"        if(array[i] > max)
"
8b45fc 4898 488d148500000000 488b45f0 4801d0 8b00 8945f8,b9802fe0 d37ef400 f94013e1 8b000020 b9400000 b9002be0,"            max = array[i];
"
8b45f8 89c6 bf35204000 b800000000 e8f3fdffff,b9402be1 90000000 9121c000 97ffff7b,"    printf(""The largest number is %d\n"", max);
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main(void) {
"
c745f416000000,528002c0 b90017e0,"    c = 22;
"
488d45f4 4889c6 bf04204000 b800000000 e8e5feffff,910053e0 aa0003e1 90000000 911dc000 97ffffae,"    printf(""Address of c: %p\n"", (void * ) & c);
"
8b45f4 89c6 bf16204000 b800000000 e8d1feffff,b94017e0 2a0003e1 90000000 911e2000 97ffffa9,"    printf(""Value of c: %d\n\n"", c);
"
488d45f4 488945f8,910053e0 f9000fe0,"    pc = & c;
"
488b45f8 4889c6 bf04204000 b800000000 e8b3feffff,f9400fe1 90000000 911dc000 97ffffa3,"    printf(""Address of c: %p\n"", (void * ) pc);
"
488b45f8 8b00 89c6 bf27204000 b800000000 e89cfeffff,f9400fe0 b9400000 2a0003e1 90000000 911e8000 97ffff9d,"    printf(""Content of c: %d\n\n"", * pc);
"
c745f40b000000,52800160 b90017e0,"    c = 11;
"
488b45f8 4889c6 bf04204000 b800000000 e87ffeffff,f9400fe1 90000000 911dc000 97ffff97,"    printf(""Address of c: %p\n"", (void * ) pc);
"
488b45f8 8b00 89c6 bf27204000 b800000000 e868feffff,f9400fe0 b9400000 2a0003e1 90000000 911e8000 97ffff91,"    printf(""Content of c: %d\n\n"", * pc);
"
488b45f8 c70002000000,f9400fe0 52800041 b9000001,"    * pc = 2;
"
488d45f4 4889c6 bf04204000 b800000000 e848feffff,910053e0 aa0003e1 90000000 911dc000 97ffff89,"    printf(""Address of c: %p\n"", (void * ) & c);
"
8b45f4 89c6 bf16204000 b800000000 e834feffff,b94017e0 2a0003e1 90000000 911e2000 97ffff84,"    printf(""Value of c: %d\n\n"", c);
"
b800000000,52800000,"    return 0;
"
c9 c3 662e0f1f840000000000 0f1f00,a8c27bfd d65f03c0,"}
"
55 4889e5 897dec 8975e8,d10083ff b9000fe0 b9000be1,"{
"
8b45ec 99 f77de8 8955ec,b9400fe0 b9400be1 1ac10c02 b9400be1 1b017c41 4b010000 b9000fe0,"	x %= y; 
"
c745fc01000000 eb1b 8345fc01 8b45fc 3b45e8 7cdd,52800020 b9001fe0 14000010 b9401fe0 11000400 b9001fe0 b9401fe1 b9400be0 6b00003f 54fffdcb,"	for(int i = 1; i < y; i++)
"
8b45ec 0faf45fc 99 f77de8 89d0 83f801 7505,b9400fe1 b9401fe0 1b007c20 b9400be1 1ac10c02 b9400be1 1b017c41 4b010000 7100041f 54000061,"		if((x * i) % y == 1)
"
8b45fc eb0c,b9401fe0 14000008,"			return i;
"
5d c3,910083ff d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
bf04204000 b800000000 e8a1feffff,90000000 911ee000 97ffff94,"	printf(""Enter a and m: "");
"
488d55f4 488d45f8 4889c6 bf14204000 b800000000 e897feffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911f2000 97ffff89,"	scanf(""%d%d"", &a, &m);
"
8b55f4 8b45f8 89d6 89c7 e87effffff 8945fc,b9401be0 b94017e1 97ffffd0 b9001fe0,"	int ans = naiveModInv(a, m);
"
8b45fc 89c6 bf19204000 b800000000 e861feffff,b9401fe1 90000000 911f4000 97ffff85,"	printf(""%d\n"", ans);	
"
b800000000,52800000,"	return 0;
"
c9 c3 662e0f1f840000000000,a8c27bfd d65f03c0,"}
"
55 4889e5 4157 4156 4155 4154 53 4883ec78,a9b17bfd 910003fd a90153f3 a9025bf5 a90363f7 a9046bf9 f9002bfb,"{
"
488d4588 4889c6 bf04204000 b800000000 e8e3feffff,9102a3a0 aa0003e1 90000000 912ae000 97ffffab,"	int num;scanf(""%d"",&num);
"
e986020000 8b4588 8d50ff 895588 85c0 0f8569fdffff b800000000,140000ce b940aba0 51000401 b900aba1 7100001f 54ffe5e1 52800000,"	while(num--)
"
4889e0 4889c3,910003e0 aa0003f3,"	{
"
488d4584 4889c6 bf04204000 b800000000 e8c2feffff,910293a0 aa0003e1 90000000 912ae000 97ffffa3,"	    int n;scanf(""%d"",&n);
"
8b4584 4863d0 4883ea01 488955a8 4863d0 4989d4 41bd00000000 4863d0 4989d6 41bf00000000 4898 488d148500000000 b810000000 4883e801 4801d0 be10000000 ba00000000 48f7f6 486bc010 4829c4 4889e0 4883c003 48c1e802 48c1e002 488945a0 8b4584 4863d0 4883ea01 48895598 4863d0 48899570ffffff 48c78578ffffff00000000 4863d0 48899560ffffff 48c78568ffffff00000000 4898 488d148500000000 b810000000 4883e801 4801d0 bf10000000 ba00000000 48f7f7 486bc010 4829c4 4889e0 4883c003 48c1e802 48c1e002 48894590 c745cc00000000,b940a7a0 93407c01 d1000421 f90067a1 93407c01 f9004ba1 f9004fbf a9490fa2 aa0203e1 d37bfc21 aa0303e4 d37be895 aa150035 aa0203e1 d37be834 93407c01 f90043a1 f90047bf a9480fa2 aa0203e1 d37bfc21 aa0303e4 d37be897 aa170037 aa0203e1 d37be836 93407c00 d37ef400 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000c00 d342fc00 d37ef400 f90063a0 b940a7a0 93407c01 d1000421 f9005fa1 93407c01 f9003ba1 f9003fbf a9470fa2 aa0203e1 d37bfc21 aa0303e4 d37be899 aa190039 aa0203e1 d37be838 93407c01 f90033a1 f90037bf a9460fa2 aa0203e1 d37bfc21 aa0303e4 d37be89b aa1b003b aa0203e1 d37be83a 93407c00 d37ef400 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000c00 d342fc00 d37ef400 f9005ba0 b900efbf,"	    int a[n],t[n],tmp,k=0;
"
c745c800000000 eb44 8345c801 8b4584 3945c8 7cb4,b900ebbf 14000012 b940eba0 11000400 b900eba0 b940a7a0 b940eba1 6b00003f 54fffd8b,"	    for(int i=0;i<n;i++)
"
8b45c8 4898 488d148500000000 488b45a0 4801d0 4889c6 bf04204000 b800000000 e8b4fdffff,b980eba0 d37ef400 f94063a1 8b000020 aa0003e1 90000000 912ae000 97ffff4e,"	        scanf(""%d"",&a[i]);
"
488b45a0 8b55c8 4863d2 8b0c90 488b4590 8b55c8 4863d2 890c90,f94063a0 b980eba1 b8617802 f9405ba0 b980eba1 b8217802,"	        t[i]=a[i];
"
c745c400000000 e980000000 8345c401 8b4584 3945c4 0f8c74ffffff,b900e7bf 1400002c b940e7a0 11000400 b900e7a0 b940a7a0 b940e7a1 6b00003f 54fffa4b,"	    for(int i=0;i<n;i++)
"
c745c000000000 eb65 8345c001 8b4584 2b45c4 83e801 3945c0 7c8d,b900e3bf 14000020 b940e3a0 11000400 b900e3a0 b940a7a1 b940e7a0 4b000020 51000400 b940e3a1 6b00003f 54fffb6b,"	        for(int j=0;j<n-i-1;j++)
"
488b4590 8b55c0 4863d2 8b0c90 8b45c0 8d5001 488b4590 4863d2 8b0490 39c1 7e40,f9405ba0 b980e3a1 b8617801 b940e3a0 11000402 f9405ba0 93407c42 b8627800 6b00003f 5400026d,"	            if(t[j]>t[j+1])
"
488b4590 8b55c0 4863d2 8b0490 89458c,f9405ba0 b980e3a1 b8617800 b900afa0,"	                tmp=t[j];
"
8b45c0 8d5001 488b4590 4863d2 8b0c90 488b4590 8b55c0 4863d2 890c90,b940e3a0 11000401 f9405ba0 93407c21 b8617802 f9405ba0 b980e3a1 b8217802,"	                t[j]=t[j+1];
"
8b45c0 8d5001 488b4590 4863d2 8b4d8c 890c90,b940e3a0 11000401 f9405ba0 93407c21 b940afa2 b8217802,"	                t[j+1]=tmp;
"
c745bc00000000 eb4d 8345bc01 8b4584 3945bc 7cab,b900dfbf 1400001b b940dfa0 11000400 b900dfa0 b940a7a0 b940dfa1 6b00003f 54fffc6b,"	    for(int i=0;i<n;i++)
"
c745b800000000 eb38 8345b801 8b4584 3945b8 7cc0,b900dbbf 14000012 b940dba0 11000400 b900dba0 b940a7a0 b940dba1 6b00003f 54fffd8b,"	        for(int j=0;j<n;j++)
"
488b4590 8b55bc 4863d2 8b0c90 488b45a0 8b55b8 4863d2 8b0490 39c1 7516,f9405ba0 b980dfa1 b8617801 f94063a0 b980dba2 b8627800 6b00003f 540000e1,"	        if(t[i]==a[j])
"
8b45cc 8d5001 8955cc 488b55a0 8b4db8 4863c9 89048a,b940efa0 11000401 b900efa1 f94063a1 b980dba2 b8227820,"	            a[j]=k++;
"
c745b400000000 eb22 8345b401 8b4584 3945b4 7cd6,b900d7bf 1400000b b940d7a0 11000400 b900d7a0 b940a7a0 b940d7a1 6b00003f 54fffe6b,"	    for(int i=0;i<n;i++)
"
488b45a0 8b55b4 4863d2 8b0490 89c6 bf07204000 b800000000 e861fcffff,f94063a0 b980d7a1 b8617800 2a0003e1 90000000 912b0000 97fffeeb,"	    printf(""%d "",a[i]);
"
bf0a000000 e83bfcffff 4889dc,52800140 97fffee6 9100027f,"	    printf(""\n"");
"
488d65d8 5b 415c 415d 415e 415f 5d c3 0f1f00,910003bf a94153f3 a9425bf5 a94363f7 a9446bf9 f9402bfb a8cf7bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"void main(){
"
bf05000000 e8f8feffff,528000a0 97ffffaf,"    sleep(5);
"
e8c3feffff 8945fc,97ffffa6 b9001fe0,"    pid = getpid(); // returns pid
"
e8dbfeffff 8945f8,97ffffa8 b9001be0,"    ppid = getppid(); //returns parent pid
"
8b45fc 89c6 bf08204000 b800000000 e8b4feffff,b9401fe1 90000000 911e8000 97ffffb3,"    printf(""The process id is : %d\n"" , pid);
"
8b45f8 89c6 bf20204000 b800000000 e8a0feffff,b9401be1 90000000 911ee000 97ffffaf,"    printf(""The parent of process id is : %d\n"" , ppid);
"
90 c9 c3 662e0f1f840000000000 0f1f00,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"int main() {
"
48c745f000000000,f90013ff,"	LinkStack A = NULL;
"
48b850524f4752414d4d 488945e5 c745ec4d494e47,90000000 91280001 910043e0 f9400022 f9000002 b8407021 b8007001,"	char word[SIZE] = {'P', 'R', 'O','G','R','A','M','M','I','N','G'};
"
c745fc00000000 eb1f 8345fc01 837dfc0a 7edb,b9002fff 14000009 b9402fe0 11000400 b9002fe0 b9402fe0 7100281f 54fffecd,"	for (i = 0; i < SIZE; i++) {
"
8b45fc 4898 0fb64405e5 0fbed0 488d45f0 89d6 4889c7 e86d000000,b9802fe0 910043e1 38606821 910083e0 9400001e,"		push(&A, word[i]); /* INSERTING THE CHARACTER IN LINK LIST*/
"
bf08204000 e88dfeffff,90000000 91264000 97ffff8d,"	printf(""Example word:\n"");
"
488b45f0 4889c7 e8e7000000,f94013e0 94000041,"	display(A);
"
bf18204000 e877feffff,90000000 91268000 97ffff88,"	printf(""\n\nAfter popping/deleting the first/top most element:\n"");
"
488d45f0 4889c7 e884000000,910083e0 94000025,"	pop(&A);
"
488b45f0 4889c7 e8c5000000,f94013e0 9400003a,"	display(A);
"
488b45f0 4889c7 e8a1000000 8845fb,f94013e0 94000030 3900afe0,"	first = top(A);
"
0fbe45fb 89c6 bf50204000 b800000000 e84bfeffff,3940afe0 2a0003e1 90000000 91276000 97ffff84,"	printf(""\n\nTop most element in the stack: %c\n"", first);
"
b800000000,52800000,"	return 0;
"
c9 c3,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8 89f0 8845e4,a9bd7bfd 910003fd f9000fe0 39005fe1,"void push(LinkStack * L, char elem) {
"
bf10000000 e839feffff 488945f8,d2800200 97ffff67 f90017e0,"	temp = (LinkStack)malloc(sizeof(ctype));
"
48837df800 7424,f94017e0 f100001f 54000160,"	if (temp != NULL) {
"
488b45f8 0fb655e4 8810,f94017e0 39405fe1 39000001,"		temp->data = elem;
"
488b45e8 488b10 488b45f8 48895008,f9400fe0 f9400001 f94017e0 f9000401,"		temp->link = *L;
"
488b45e8 488b55f8 488910,f9400fe0 f94017e1 f9000001,"		*L = temp;
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8,a9bd7bfd 910003fd f9000fe0,"void pop(LinkStack *L) {
"
488b45e8 488b00 488945f8,f9400fe0 f9400000 f90017e0,"	temp = *L;
"
488b45f8 488b5008 488b45e8 488910,f94017e0 f9400401 f9400fe0 f9000001,"	*L = temp->link;
"
488b45f8 4889c7 e895fdffff,f94017e0 97ffff5a,"	free(temp);
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 48897de8,d10083ff f90007e0,"char top(LinkStack L) {
"
488b45e8 0fb600 8845ff,f94007e0 39400000 39007fe0,"	elem = L->data;
"
0fb645ff,39407fe0,"	return elem;
"
5d c3,910083ff d65f03c0,"}
"
55 4889e5 4883ec20 48897de8,a9bd7bfd 910003fd f9000fe0,"void display(LinkStack L) {
"
488b45e8 488945f8 eb1d 488b45f8 488b4008 488945f8 48837df800 75dc,f9400fe0 f90017e0 14000007 f94017e0 f9400400 f90017e0 f94017e0 f100001f 54ffff01,"	for (trav = L; trav != NULL; trav = trav->link) {
"
488b45f8 0fb600 0fbec0 89c7 e863fdffff,f94017e0 39400000 97ffff4e,"		printf(""%c"", trav->data);
"
90 90 c9 c3 662e0f1f840000000000 6690,d503201f d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4881ecb0010000,a9a47bfd 910003fd,"{
"
bf08204000 e8d5feffff,90000000 91234000 97ffffb2,"  printf(""Enter number of elements\n"");
"
488d855cfeffff 4889c6 bf21204000 b800000000 e8dcfeffff,910073e0 aa0003e1 90000000 9123c000 97ffffb1,"  scanf(""%d"", &n);
"
8b855cfeffff 89c6 bf24204000 b800000000 e8b5feffff,b9401fe0 2a0003e1 90000000 9123e000 97ffffb0,"  printf(""Enter %d integers\n"", n);
"
c745fc00000000 eb2a 8345fc01 8b855cfeffff 3945fc 7ccb,b901bfff 1400000c b941bfe0 11000400 b901bfe0 b9401fe0 b941bfe1 6b00003f 54fffe4b,"  for (c = 0; c < n; c++)
"
488d8560feffff 8b55fc 4863d2 48c1e202 4801d0 4889c6 bf21204000 b800000000 e896feffff,910083e1 b981bfe0 d37ef400 8b000020 aa0003e1 90000000 9123c000 97ffffa2,"    scanf(""%d"", &array[c]);
"
c745fc00000000 eb7d 8345fc01 8b855cfeffff 83e801 3945fc 0f8c71ffffff,b901bfff 14000032 b941bfe0 11000400 b901bfe0 b9401fe0 51000400 b941bfe1 6b00003f 54fff96b,"  for (c = 0 ; c < n - 1; c++)
"
c745f800000000 eb5f 8345f801 8b855cfeffff 2b45fc 83e801 3945f8 7c90,b901bbff 14000026 b941bbe0 11000400 b901bbe0 b9401fe1 b941bfe0 4b000020 51000400 b941bbe1 6b00003f 54fffaab,"    for (d = 0 ; d < n - c - 1; d++)
"
8b45f8 4898 8b948560feffff 8b45f8 83c001 4898 8b848560feffff 39c2 7e3c,b981bbe0 d37ef400 910083e1 b8606821 b941bbe0 11000400 93407c00 d37ef400 910083e2 b8606840 6b00003f 540002ed,"      if (array[d] > array[d+1]) /* For decreasing order use < */
"
8b45f8 4898 8b848560feffff 8945f4,b981bbe0 d37ef400 910083e1 b8606820 b901b7e0,"        swap       = array[d];
"
8b45f8 83c001 4898 8b948560feffff 8b45f8 4898 89948560feffff,b941bbe0 11000400 93407c00 d37ef400 910083e1 b8606822 b981bbe0 d37ef400 910083e1 b8206822,"        array[d]   = array[d+1];
"
8b45f8 83c001 4898 8b55f4 89948560feffff,b941bbe0 11000400 93407c00 d37ef400 910083e1 b941b7e2 b8206822,"        array[d+1] = swap;
"
bf38204000 e8c5fdffff,90000000 91244000 97ffff5c,"  printf(""Sorted list in ascending order:\n"");
"
c745fc00000000 eb21 8345fc01 8b855cfeffff 3945fc 7cd4,b901bfff 1400000c b941bfe0 11000400 b901bfe0 b9401fe0 b941bfe1 6b00003f 54fffe4b,"  for (c = 0; c < n; c++)
"
8b45fc 4898 8b848560feffff 89c6 bf58204000 b800000000 e8affdffff,b981bfe0 d37ef400 910083e1 b8606820 2a0003e1 90000000 9124c000 97ffff5a,"     printf(""%d\n"", array[c]);
"
b800000000,52800000,"  return 0;
"
c9 c3 660f1f840000000000,a8dc7bfd d65f03c0,"}
"
55 4889e5 53 4883ec18 897dec,a9bd7bfd 910003fd f9000bf3 b9002fe0,"{ 
"
837dec01 7f05,b9402fe0 7100041f 5400006c,"    if (n <= 1){ 
"
8b45ec eb1e,b9402fe0 14000009,"        return n; 
"
8b45ec 83e801 89c7 e8dcffffff 89c3 8b45ec 83e802 89c7 e8cdffffff 01d8,b9402fe0 51000400 97fffff5 2a0003f3 b9402fe0 51000800 97fffff1 0b000260,"    return fib(n - 1) + fib(n - 2); 
"
488b5df8 c9 c3,f9400bf3 a8c37bfd d65f03c0,"} 
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ 
"
c745fc0b000000,52800160 b9001fe0,"    int n = 11; 
"
8b45fc 89c7 e8acffffff 89c6 bf04204000 b800000000 e8a5feffff b800000000,b9401fe0 97ffffe7 2a0003e1 90000000 911c6000 97ffff99 52800000,"    printf(""%d"", fib(n));
"
c9 c3 662e0f1f840000000000 0f1f4000,a8c27bfd d65f03c0,} 
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
bf08204000 b800000000 e8e3feffff,90000000 911ec000 97ffffb6,"    printf(""Please input a year and I will tell you if it's a leap year: "");
"
488d45fc 4889c6 bf46204000 b800000000 e8ddfeffff,910073e0 aa0003e1 90000000 911fc000 97ffffad,"    scanf(""%d"",&input);
"
8b45fc 83e003 85c0 7526 8b55fc 4863c2 4869c01f85eb51 48c1e820 c1f805 89d1 c1f91f 29c8 6bc864 89d0 29c8 85c0 7529 8b55fc 4863c2 4869c01f85eb51 48c1e820 c1f807 89d1 c1f91f 29c8 69c890010000 89d0 29c8 85c0 7516,b9401fe0 12000400 7100001f 540001c1 b9401fe1 5290a3e0 72aa3d60 9b207c20 d360fc00 13057c02 131f7c20 4b000040 52800c82 1b027c00 4b000020 7100001f 540001c1 b9401fe1 5290a3e0 72aa3d60 9b207c20 d360fc00 13077c02 131f7c20 4b000040 52803202 1b027c00 4b000020 7100001f 540000e1,"    if ((input%4==0 && input%100!=0) || input%400==0) {
"
8b45fc 89c6 bf50204000 b800000000 e860feffff eb14,b9401fe0 2a0003e1 90000000 911fe000 97ffff8e 14000006,"        printf(""Your input (%d) IS a leap year.\n\n"",input);
"
8b45fc 89c6 bf78204000 b800000000 e84afeffff,b9401fe0 2a0003e1 90000000 91208000 97ffff88,"        printf(""Your input (%d) is NOT a leap year.\n\n"",input);
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f00,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8 488975e0,a9bc7bfd 910003fd f9000fe0 f9000be1,"{
"
66c745fa0000,790077ff,"    unsigned short len=0;
"
c745f600000000 c645ff00 c645fe00,b90033ff 3900ffff 3900fbff,"    unsigned char  oct[4]={0},cnt=0,cnt1=0,i,buf[5];
"
488b45e8 4889c7 e8a9feffff 668945fa,f9400fe0 97ffff8d 790077e0,"    len=strlen(sourceString);
"
c645fd00 e996000000 0fb645fd 83c001 8845fd 0fb645fd 663b45fa 0f825cffffff,3900f7ff 1400002e 3940f7e0 11000400 3900f7e0 3940f7e0 12003c00 794077e1 6b00003f 54fff9e8,"    for(i=0;i<len;i++)
"
0fb655fd 488b45e8 4801d0 0fb600 3c2e 7422,3940f7e0 f9400fe1 8b000020 39400000 7100b81f 54000160,"        if(sourceString[i]!='.'){
"
0fb655fd 488b45e8 488d0c02 0fb645ff 8d5001 8855ff 0fb6c0 0fb611 4898 885405f1,3940f7e0 f9400fe1 8b000021 3940ffe0 11000402 3900ffe2 39400022 93407c00 9100a3e1 38206822,"            buf[cnt++] =sourceString[i];
"
0fb655fd 488b45e8 4801d0 0fb600 3c2e 740f 0fb655fd 0fb745fa 83e801 39c2 7537,3940f7e0 f9400fe1 8b000020 39400000 7100b81f 540000c0 3940f7e1 794077e0 51000400 6b00003f 54000201,"        if(sourceString[i]=='.' || i==len-1){
"
0fb645ff 4898 c64405f100,3940ffe0 93407c00 9100a3e1 3820683f,"            buf[cnt]='\0';
"
c645ff00,3900ffff,"            cnt=0;
"
488d45f1 4889c7 b800000000 e847feffff 89c1 0fb645fe 8d5001 8855fe 0fb6c0 89ca 4898 885405f6,9100a3e0 97ffff70 2a0003e2 3940fbe0 11000401 3900fbe1 12001c42 93407c00 9100c3e1 38206822,"            oct[cnt1++]=atoi(buf);
"
0fb645f6 0fb6d0 488b45e0 668910,3940c3e0 13003c01 f9400be0 79000001,"    ipAddress[0]=oct[0];
"
0fb645f7 488b55e0 4883c202 0fb6c0 668902,3940c7e1 f9400be0 91000800 13003c21 79000001,"    ipAddress[1]=oct[1];
"
0fb645f8 488b55e0 4883c204 0fb6c0 668902,3940cbe1 f9400be0 91001000 13003c21 79000001,"    ipAddress[2]=oct[2];
"
0fb645f9 488b55e0 4883c206 0fb6c0 668902,3940cfe1 f9400be0 91001800 13003c21 79000001,"    ipAddress[3]=oct[3];
"
90 c9 c3,d503201f a8c47bfd d65f03c0,"}
"
55 4889e5 4883ec30,a9bd7bfd 910003fd,"{
"
48c745e000000000 48c745e800000000 c745f000000000,a901ffff b9002bff,"    unsigned char ip[20]={0};
"
bf08204000 b800000000 e893fdffff,90000000 91292000 97ffff57,"    printf(""Enter IP Address (xxx.xxx.xxx.xxx format): "");
"
